R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,Y
0.657,0.707,0.005,0.576,0.143,0.248,-0.599,33.94,1,0.032,0.032,0.04,-0.016,-0.002,-0.072,-0.002,0
0.642,0.685,0,0.547,0.154,0.282,-0.613,0,1,0.034,0.034,0.043,-0.027,-0.004,-0.122,-0.004,0
0.883,1.084,0.049,0.88,0.509,0.579,7.494,12.832,1,0.754,0.754,0.928,-0.727,-0.37,-0.491,-0.37,0
1.15,1.321,0.025,0.897,0.571,0.637,2.623,33.247,1,0.443,0.443,0.653,-0.086,-0.049,-0.111,-0.049,0
1.208,1.316,0.028,0.881,0.499,0.566,2.358,26.279,1,0.393,0.393,0.587,0.412,0.205,0.523,0.205,0
1.181,1.287,0.028,0.805,0.822,1.021,4.577,47.59,1,0.709,0.709,1.133,-0.072,-0.059,-0.083,-0.059,0
0.725,0.787,0.114,0.79,0.615,0.778,-2.869,5.373,1,0.216,0.216,0.215,-1.265,-0.778,-3.605,-0.778,0
2.478,2.567,0.204,0.863,0.156,0.181,0.296,2.279,1,0.373,0.373,1.111,-0.517,-0.081,-0.216,-0.081,0
1.593,1.67,0.051,0.823,0.303,0.368,0.918,11.945,1,0.363,0.363,0.736,-0.761,-0.231,-0.635,-0.231,0
1.164,1.256,0.011,0.784,0.774,0.986,4.833,110.791,1,0.37,0.37,0.592,-0.137,-0.106,-0.286,-0.106,0
0.322,0.416,0.052,0.219,0.449,2.054,-1.464,16.475,1,0.077,0.077,0.146,0.325,0.146,1.9,0.146,0
0.43,0.558,0.059,0.268,0.559,2.086,-2.636,19.904,1,0.065,0.065,0.135,-0.44,-0.246,-3.788,-0.246,0
-0.782,-0.877,-0.098,0.382,0.513,1.341,0.627,11.988,-1,0.052,-0.052,0.12,-0.409,-0.21,4.007,0.21,0
-0.581,-0.657,-0.117,0.385,0.553,1.436,0.57,8.085,-1,0.059,-0.059,0.101,-0.427,-0.236,3.98,0.236,0
-0.296,-0.402,-0.192,0.225,0.602,2.67,0.766,5.603,-1,0.056,-0.056,0.1,-0.405,-0.244,4.351,0.244,0
0.496,0.572,0.353,0.22,-0.372,-1.687,2.25,-2.733,1,0.035,0.035,0.091,0.553,-0.206,-5.833,-0.206,0
1.747,1.843,1.678,0.563,0.297,0.528,1.154,0.58,1,0.31,0.31,1.013,0.553,0.164,0.53,0.164,0
1.256,1.339,1.217,0.482,0.362,0.752,2.97,0.827,1,0.027,0.027,0.076,0.552,0.2,7.35,0.2,0
1.158,1.235,0.106,0.547,0.321,0.588,3.085,6.838,1,0.073,0.073,0.165,0.195,0.063,0.858,0.063,1
0.713,0.762,0.077,0.466,0.739,1.585,-5.069,15.607,1.636,0.11,0.179,0.293,0.159,0.118,0.656,0.072,1
2.162,2.281,0.513,0.481,0.197,0.409,0.729,1.822,0.536,0.068,0.036,0.172,0.066,0.013,0.358,0.024,1
1.254,1.39,0.373,0.388,0.223,0.575,2.05,2.143,0.647,0.075,0.049,0.174,0.081,0.018,0.374,0.028,1
1.059,1.166,0.205,0.45,0.417,0.927,6.524,5.283,1,0.106,0.106,0.274,0.118,0.049,0.466,0.049,1
1.251,1.35,0.287,0.499,0.457,0.915,3.531,4.302,1,0.103,0.103,0.277,0.118,0.054,0.527,0.054,1
1.257,1.375,0.136,0.514,0.317,0.617,2.263,6.235,1,0.114,0.114,0.305,0.016,0.005,0.044,0.005,1
1.421,1.586,0.162,0.449,0.326,0.726,1.964,7.122,1,0.119,0.119,0.419,0.031,0.01,0.086,0.01,1
1.626,1.704,0.491,0.753,1.958,2.602,6.297,9.03,1,0.025,0.025,0.057,0.129,0.252,10.066,0.252,1
1.593,1.756,0.413,0.75,2.109,2.812,6.532,11.941,1,0.023,0.023,0.054,0.147,0.309,13.503,0.309,1
1.031,1.227,0.288,0.681,1.653,2.429,13.151,10.331,1,0.019,0.019,0.035,0.151,0.249,12.845,0.249,1
0.879,0.94,0.268,0.565,2.209,3.912,-61.331,13.717,1,0.034,0.034,0.056,0.083,0.183,5.423,0.183,1
0.708,0.713,0.271,0.519,1.721,3.317,-8.251,8.729,1,0.045,0.045,0.062,0.105,0.181,4.01,0.181,1
0.724,0.759,0.064,0.622,1.898,3.053,-9.639,36.179,1,0.068,0.068,0.083,0.02,0.039,0.573,0.039,1
2.081,2.166,0.16,0.643,1.199,1.866,3.466,25.224,1,0.596,0.596,2.009,0.028,0.033,0.055,0.033,1
1.361,1.417,0.105,0.643,0.966,1.503,5.106,20.319,0.79,0.313,0.247,0.545,0.019,0.018,0.074,0.023,1
0.556,1.571,0.246,0.389,1.056,2.715,7.473,17.324,1,0.274,0.274,1.105,0.056,0.06,0.218,0.06,1
0.555,1.009,0.342,0.379,0.98,2.587,288.855,7.626,1,0.171,0.171,0.454,0.078,0.077,0.449,0.077,1
1.266,2.082,0.836,0.497,1.217,2.446,4.708,6.094,1,0.238,0.238,0.996,0.091,0.111,0.467,0.111,1
1.197,2.04,0.804,0.513,1.189,2.315,4.541,5.87,1,0.253,0.253,1.006,0.038,0.045,0.178,0.045,1
0.641,1.719,0.087,0.389,1.422,3.657,8.74,72.296,1,0.335,0.335,1.48,3.437,4.886,14.606,4.886,1
0.575,1.572,0.173,0.395,1.272,3.222,8.854,29.33,1,0.349,0.349,1.39,0.044,0.056,0.161,0.056,1
0.744,1.802,0.296,0.399,0.977,2.451,5.509,14.94,1,0.411,0.411,1.86,0.037,0.036,0.088,0.036,1
0.502,1.286,0.151,0.373,1.195,3.204,14.413,27.355,1,0.271,0.271,0.934,0.086,0.103,0.38,0.103,1
1.027,1.498,0.106,0.24,0.101,0.422,1.268,5.955,1,0.644,0.644,4.019,-0.22,-0.022,-0.035,-0.022,0
1.004,1.355,0.025,0.314,0.103,0.329,1.257,17.571,1,0.562,0.562,2.424,-0.351,-0.036,-0.065,-0.036,0
0.442,0.917,0.05,0.187,0.122,0.651,-7.161,12.033,1,0.51,0.51,2.501,-0.376,-0.046,-0.09,-0.046,0
1.55,2.424,0.375,0.331,0.129,0.389,0.663,2.518,1,0.343,0.343,2.514,-0.451,-0.058,-0.169,-0.058,0
0.926,1.854,0.066,0.258,0.114,0.443,0.961,12.52,1,0.444,0.444,3.198,-0.561,-0.064,-0.144,-0.064,0
0.872,1.518,0.117,0.31,0.128,0.415,1.216,5.38,1,0.199,0.199,0.977,-0.465,-0.06,-0.299,-0.06,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
