Concentration Coeff (Mean),Concentration Coeff (SD),Shannon's Entropy (Mean),Shannon's Entropy (SD),Attr-to-Inst Ratio,Canonical Corr (Mean),Canonical Corr (SD),Correlation (Mean),Correlation (SD),Covariance (Mean),Covariance (SD),Eigenvalues (Mean),Eigenvalues (SD),Inst-to-Attr Ratio,IQ Range (Mean),IQ Range (SD),Kurtosis (Mean),Kurtosis (SD),Median Abs Dev (Mean),Median Abs Dev (SD),Mean (Mean),Mean (SD),Median (Mean),Median (SD),Num Attr,Num Binary Attr,Num Correlated Attr,Num Instances,Num Outliers,SD (Mean),SD (SD),Skewness (Mean),Skewness (SD),Sparsity (Mean),Sparsity (SD),Ave Num Feat per PCA Dim,Ave Num PCA Dim per Point,PCA-to-Orig Dim Ratio,Trimmed Mean (Mean),Trimmed Mean (SD),Variance (Mean),Variance (SD),1-Itemset Min,1-Itemset Q1,1-Itemset Q2,1-Itemset Q3,1-Itemset Max,2-Itemset Min,2-Itemset Q1,2-Itemset Q2,2-Itemset Q3,2-Itemset Max,best_dist_metric_ari,best_dist_metric_dbs
0.029559541,0.011327733,2,0,0.5,0.841194095,0.322741371,0.079227157,0.059251854,0.006953222,0.005215567,0.087890539,0.061796493,2,0.504915153,0.041555024,-1.22046344,0.102278797,0.372778312,0.031524321,0.500522875,0.023819893,0.500329883,0.044769284,50,0,0,100,0,0.29626392,0.010983716,0.009849239,0.126288164,0,0,0.5,0.39,0.78,0.499816049,0.032887112,0.087890539,0.006514977,0.25,0.25,0.25,0.25,0.25,0.24,0.36,0.38,0.4,0.5,mahalanobis,euclidean
0.021519868,0.006529916,2.584869919,0,0.04,0.688551064,0.322741371,0.055768835,0.044898233,0.004619707,0.003712237,0.083300439,0.018919251,25,0.485580154,0.027806597,-1.167404733,0.064322389,0.357629389,0.021521693,0.506630328,0.017144231,0.509530852,0.027568414,10,0,0,250,0,0.288572917,0.005386304,-0.015342105,0.088956121,0,0,0.04,0.04,1,0.507157047,0.022445822,0.083300439,0.003126727,0.164,0.164,0.168,0.168,0.168,0.212,0.264,0.28,0.292,0.328,euclidean,euclidean
0.019512317,0.0058371,2.584869919,0,0.1,0.709280013,0.322741371,0.055735759,0.038613472,0.004833535,0.003382842,0.086527263,0.029900221,10,0.512521383,0.036178711,-1.233636373,0.072594149,0.378352321,0.027624334,0.506340673,0.023005566,0.50866774,0.039031727,25,0,0,250,0,0.294038013,0.008472369,-0.018389298,0.112358363,0,0,0.1,0.092,0.92,0.507590362,0.031555315,0.086527263,0.004980941,0.164,0.164,0.168,0.168,0.168,0.212,0.264,0.28,0.288,0.328,euclidean,euclidean
0.01975685,0.005403954,2.584869919,0,0.02,0.652766601,0.322741371,0.050663064,0.030869562,0.004145977,0.002540835,0.081777427,0.010877659,50,0.498680382,0.028025509,-1.176321849,0.064914063,0.368901536,0.019998603,0.508225072,0.010273597,0.513343714,0.020963766,5,0,0,250,0,0.285953165,0.003204328,-0.064832755,0.042618933,0,0,0.02,0.02,1,0.513696667,0.01097398,0.081777427,0.001823888,0.164,0.164,0.168,0.168,0.168,0.22,0.264,0.28,0.292,0.324,euclidean,chebyshev
0.019604981,0.00562424,2.584869919,0,0.2,0.756925613,0.322741371,0.049228903,0.037645525,0.004117148,0.003154673,0.083721625,0.03696651,5,0.497006203,0.032547794,-1.194764921,0.078333286,0.366647703,0.023744533,0.498647995,0.018397111,0.495512006,0.03054562,50,0,0,250,0,0.289237132,0.008050004,0.003324664,0.093581551,0,0,0.2,0.176,0.88,0.498442284,0.024572186,0.083721625,0.004667513,0.164,0.164,0.168,0.168,0.168,0.204,0.264,0.28,0.288,0.336,euclidean,euclidean
0.01214737,0.003115749,2.80732032,4.68E-16,0.02,0.704161442,0.322741371,0.037152939,0.028494298,0.00312155,0.002417786,0.083876643,0.012956339,50,0.500879579,0.021065377,-1.188023696,0.054327162,0.371993101,0.014232376,0.502135767,0.009958452,0.509762117,0.015483807,10,0,0,500,0,0.289552655,0.006316007,-0.030834581,0.054221574,0,0,0.02,0.02,1,0.504615147,0.013894863,0.083876643,0.003642548,0.142,0.142,0.142,0.144,0.144,0.2,0.238,0.246,0.252,0.278,mahalanobis,euclidean
0.012000659,0.002839849,2.80732032,0,0.05,0.681568806,0.322741371,0.038011943,0.028773177,0.003161342,0.002396633,0.083193182,0.020044006,20,0.492440075,0.020281475,-1.187785301,0.060081848,0.366322035,0.01571031,0.499035499,0.012419486,0.49590094,0.022385975,25,0,0,500,0,0.288388313,0.005139997,0.017723248,0.062699269,0,0,0.05,0.048,0.96,0.497514203,0.016284221,0.083193182,0.00296522,0.142,0.142,0.142,0.144,0.144,0.2,0.238,0.246,0.252,0.28,mahalanobis,euclidean
0.012621521,0.002353068,2.80732032,0,0.01,0.690448344,0.322741371,0.033420877,0.021670603,0.002776468,0.001772604,0.083961979,0.008228625,100,0.503735728,0.034221563,-1.221246041,0.069900975,0.369030669,0.026758024,0.493599911,0.020357829,0.495627292,0.039832581,5,0,0,500,0,0.289700456,0.006673129,0.013667936,0.084471976,0,0,0.01,0.01,1,0.491863492,0.026996926,0.083961979,0.003876444,0.142,0.142,0.142,0.144,0.144,0.214,0.238,0.246,0.2535,0.282,euclidean,chebyshev
0.012540296,0.002992095,2.80732032,4.49E-16,0.1,0.750123349,0.322741371,0.037222882,0.028742094,0.003125478,0.002423568,0.083973566,0.028234668,10,0.498953706,0.026357845,-1.195925791,0.065875782,0.37030516,0.019416142,0.497546692,0.012584504,0.495279706,0.020793655,50,0,0,500,0,0.289704244,0.006777586,0.007935133,0.063850821,1.61E-07,7.95E-07,0.1,0.092,0.92,0.497077346,0.017244589,0.083973566,0.003914255,0.142,0.142,0.142,0.144,0.144,0.194,0.238,0.246,0.252,0.284,manhattan,euclidean
0.04336587,0.042413,2,0,0.1,0.473071484,0.322741371,0.100477211,0.14515747,0.007714066,0.008859878,0.082485174,0.040271843,10,0.480640309,0.077906712,-1.143711494,0.245709917,0.35344393,0.062857938,0.518444863,0.027419466,0.524713589,0.050952898,10,0,0.044444444,100,0,0.285707967,0.03084245,-0.068688388,0.157791531,0,0,0.1,0.09,0.9,0.52259935,0.038094821,0.082485174,0.016100396,0.25,0.25,0.25,0.25,0.25,0.1,0.34,0.38,0.4,0.5,manhattan,euclidean
0.036024187,0.031935089,2,0,0.25,0.687841347,0.322741371,0.083259366,0.077305473,0.006847742,0.005962912,0.083107731,0.046305616,4,0.483610982,0.040215819,-1.160005412,0.09365717,0.35790182,0.030109443,0.507635204,0.031940715,0.511176084,0.051811032,25,0,0.003333333,100,0,0.287813052,0.01681324,-0.042014121,0.147293604,0,0,0.25,0.21,0.84,0.510484339,0.042736816,0.083107731,0.009272306,0.25,0.25,0.25,0.25,0.25,0.16,0.36,0.38,0.4,0.5,manhattan,euclidean
0.065279943,0.09506482,2,0,0.05,0.473663398,0.322741371,0.152743568,0.286645224,0.01003639,0.017935227,0.076433213,0.046782317,20,0.439663091,0.085032049,-0.96647709,0.294969508,0.307617453,0.070050492,0.472136823,0.052173389,0.454644555,0.093486148,5,0,0.1,100,0,0.275254146,0.028904315,0.168174132,0.273722036,0,0,0.05,0.04,0.8,0.462512457,0.071937288,0.076433213,0.015408245,0.25,0.25,0.25,0.25,0.25,0.08,0.355,0.38,0.4,0.5,manhattan,chebyshev
0.029268632,0.01403987,2,0,0.5,0.761755018,0.322741371,0.079487551,0.066084458,0.006828835,0.005589329,0.086270556,0.062896535,2,0.490672037,0.049946351,-1.194381834,0.13366257,0.364840086,0.038708401,0.499910503,0.028740559,0.490902953,0.049072989,50,0,0.001632653,100,0,0.293399603,0.013822095,0.024161134,0.145509178,0,0,0.5,0.39,0.78,0.498253507,0.038129803,0.086270556,0.007973086,0.25,0.25,0.25,0.25,0.25,0.12,0.36,0.38,0.4,0.5,manhattan,manhattan
0.027921518,0.040853132,2.584869919,0,0.04,0.477383645,0.322741371,0.105092024,0.152325921,0.008395696,0.011102885,0.083128056,0.044542691,25,0.493741994,0.047346242,-1.196493642,0.108751269,0.364138761,0.037262878,0.497809522,0.025975509,0.500856469,0.045589677,10,0,0.044444444,250,0,0.287931748,0.015753831,0.005244627,0.116762811,0,0,0.04,0.036,0.9,0.497006429,0.034139289,0.083128056,0.00859232,0.164,0.164,0.168,0.168,0.168,0.104,0.264,0.28,0.292,0.336,manhattan,euclidean
0.02485305,0.028466393,2.584869919,0,0.1,0.434481808,0.322741371,0.055025715,0.064158215,0.004590872,0.004926234,0.084502824,0.034427256,10,0.507198822,0.042338264,-1.211707322,0.104840816,0.375529212,0.031404927,0.494168929,0.019620851,0.489073124,0.037820976,25,0,0.003333333,250,0,0.290399215,0.013351045,0.022588825,0.095574831,0,0,0.1,0.088,0.88,0.49269712,0.026362316,0.084502824,0.007325369,0.164,0.164,0.168,0.168,0.168,0.136,0.268,0.28,0.288,0.336,manhattan,manhattan
0.045806292,0.065233406,2.584869919,0,0.02,0.444037379,0.322741371,0.149112734,0.286672313,0.00990701,0.018233129,0.077136368,0.047436565,50,0.458769949,0.081692352,-1.071348317,0.240268969,0.341333096,0.056256561,0.512470002,0.021286893,0.517597193,0.036195911,5,0,0.1,250,0,0.276281198,0.031722782,-0.07955119,0.101043111,0,0,0.02,0.016,0.8,0.518326972,0.027706528,0.077136368,0.016231818,0.164,0.164,0.168,0.168,0.168,0.112,0.264,0.28,0.292,0.336,manhattan,chebyshev
0.020117421,0.005564229,2.584869919,0,0.2,0.625823282,0.322741371,0.052405266,0.046362811,0.00440837,0.003679556,0.084524691,0.041004999,5,0.495138174,0.035317175,-1.200897217,0.093698471,0.368999047,0.025768458,0.502276748,0.018319536,0.50419724,0.032689945,50,0,0.000816327,250,0,0.29054593,0.01048583,-0.011478664,0.083237185,0,0,0.2,0.176,0.88,0.503334069,0.023839688,0.084524691,0.005772317,0.164,0.164,0.168,0.168,0.168,0.12,0.268,0.28,0.288,0.336,manhattan,euclidean
0.016758021,0.030682091,2.80732032,4.68E-16,0.02,0.437782294,0.322741371,0.064071025,0.14565681,0.004566204,0.008978235,0.078961099,0.033764758,50,0.476776428,0.054553082,-1.156713612,0.136506071,0.354824247,0.042397343,0.508901538,0.011362159,0.506438179,0.016976806,10,0,0.022222222,500,0,0.280101203,0.023674057,-0.028523932,0.042046599,0,0,0.02,0.018,0.9,0.511295866,0.013200727,0.078961099,0.011974256,0.142,0.142,0.142,0.144,0.144,0.1,0.238,0.246,0.252,0.288,manhattan,manhattan
0.0125728,0.005505559,2.80732032,0,0.05,0.465378436,0.322741371,0.040219478,0.059024794,0.00325586,0.003998264,0.083319637,0.026890752,20,0.496878138,0.039094864,-1.190706491,0.110365917,0.368356663,0.030159986,0.497377554,0.013868512,0.502679995,0.025339086,25,0,0.003333333,500,0,0.288286826,0.014802272,0.005549897,0.081098548,3.21E-07,1.11E-06,0.05,0.046,0.92,0.496876917,0.019630191,0.083319637,0.007731501,0.142,0.142,0.142,0.144,0.144,0.104,0.238,0.246,0.252,0.288,manhattan,euclidean
0.032128556,0.054946918,2.80732032,0,0.01,0.40971662,0.322741371,0.148650699,0.281803843,0.00994592,0.018109561,0.075871965,0.046482213,100,0.456468004,0.056612613,-1.091516373,0.168724514,0.340346795,0.048145141,0.501463593,0.012535291,0.505727439,0.017639589,5,0,0.1,500,0,0.274397224,0.026882349,0.00207022,0.048425284,0,0,0.01,0.008,0.8,0.501082445,0.013637214,0.075871965,0.013790819,0.142,0.142,0.142,0.144,0.144,0.116,0.236,0.246,0.254,0.288,manhattan,chebyshev
0.012389598,0.003277172,2.807319507,5.75E-06,0.1,0.47312828,0.322741371,0.036244632,0.037690065,0.002970349,0.002849719,0.082512143,0.02954643,10,0.49246078,0.028920484,-1.187147315,0.062070745,0.365220161,0.020507319,0.501653583,0.014815141,0.501155451,0.02328954,50,0,0.000816327,500,0,0.287100365,0.009341795,-0.007350666,0.06978782,1.61E-07,7.95E-07,0.1,0.09,0.9,0.502263281,0.019475057,0.082512143,0.005111685,0.14,0.142,0.142,0.144,0.144,0.112,0.238,0.246,0.252,0.288,manhattan,euclidean
0.041232537,0.049975853,2,0,0.1,0.61371247,0.322741371,0.137672027,0.160460876,0.009626819,0.00970915,0.078288091,0.04682359,10,0.458288247,0.110506056,-0.984503725,0.624562597,0.341171577,0.080781607,0.47885199,0.047370818,0.466799231,0.068360838,10,0,0.044444444,100,1,0.277602252,0.036894457,0.163790125,0.287804581,0,0,0.1,0.08,0.8,0.471520751,0.058720906,0.078288091,0.018546279,0.25,0.25,0.25,0.25,0.25,0.08,0.36,0.38,0.4,0.5,manhattan,euclidean
0.028896915,0.011356008,2,0,0.25,0.650039606,0.322741371,0.084695267,0.088533362,0.006912642,0.006370253,0.084596242,0.048571729,4,0.491004853,0.059512113,-1.169001139,0.208584145,0.363822032,0.048558677,0.497833394,0.02747428,0.499476491,0.04903018,25,0,0.01,100,0,0.289948292,0.023412728,0.002936196,0.165746294,0,0,0.25,0.21,0.84,0.498592018,0.037934659,0.084596242,0.012388539,0.25,0.25,0.25,0.25,0.25,0.14,0.36,0.38,0.4,0.5,mahalanobis,euclidean
0.089493275,0.106381311,2,0,0.05,0.436602494,0.322741371,0.312844693,0.313765313,0.0193743,0.019754951,0.069349286,0.063502246,20,0.391905641,0.098177482,-0.692819439,0.818361407,0.287581842,0.084537816,0.466356349,0.070761627,0.452520997,0.091789169,5,0,0.4,100,1,0.260820545,0.040649859,0.241839592,0.418775734,0,0,0.05,0.03,0.6,0.456105979,0.084075802,0.069349286,0.019988907,0.25,0.25,0.25,0.25,0.25,0.1,0.34,0.38,0.4,0.5,mahalanobis,chebyshev
0.029785804,0.013225905,2,0,0.5,0.819980835,0.322741371,0.084467958,0.070619858,0.007229739,0.005785254,0.086293947,0.066097039,2,0.498909705,0.052938331,-1.188811113,0.197583757,0.368609394,0.039129954,0.498612157,0.035783313,0.503169799,0.062066269,50,0,0.003265306,100,1,0.293308724,0.016411146,-0.007426481,0.192074463,0,0,0.5,0.38,0.76,0.499736474,0.048106733,0.086293947,0.009125271,0.25,0.25,0.25,0.25,0.25,0.14,0.36,0.38,0.4,0.5,manhattan,manhattan
0.032592794,0.039990169,2.584869919,0,0.04,0.55836198,0.322741371,0.108590937,0.178592842,0.007286857,0.010332257,0.078579441,0.044223082,25,0.466250567,0.097310978,-1.023585332,0.484605466,0.351633709,0.075261006,0.492202381,0.045412759,0.481826096,0.056212394,10,0,0.088888889,250,1,0.277869104,0.038990055,0.065719378,0.261165189,0,0,0.04,0.032,0.8,0.491059581,0.055486835,0.078579441,0.019515791,0.164,0.164,0.168,0.168,0.168,0.088,0.264,0.28,0.292,0.336,manhattan,manhattan
0.020754287,0.005162725,2.584869919,0,0.1,0.539172286,0.322741371,0.061144022,0.082356158,0.004771416,0.005159926,0.082066877,0.037213606,10,0.492243802,0.072801428,-1.159579181,0.267803582,0.360627303,0.052180528,0.495574696,0.028286154,0.496495652,0.04674564,25,0,0.013333333,250,1,0.285486911,0.024240554,0.039114001,0.184675632,0,0,0.1,0.088,0.88,0.49358859,0.036950006,0.082066877,0.012340593,0.164,0.164,0.168,0.168,0.168,0.12,0.264,0.28,0.292,0.336,manhattan,euclidean
0.064966082,0.070071134,2.584869919,0,0.02,0.515874283,0.322741371,0.31029017,0.328824738,0.020124298,0.021083537,0.072034324,0.066490078,50,0.437777677,0.090445646,-1.01103275,0.321360666,0.324495425,0.071157467,0.483791401,0.066706236,0.474468799,0.090275212,5,0,0.4,250,0,0.266204679,0.038232726,0.075137773,0.279285426,0,0,0.02,0.012,0.6,0.48094901,0.081196765,0.072034324,0.019891549,0.164,0.164,0.168,0.168,0.168,0.128,0.26,0.28,0.296,0.336,mahalanobis,chebyshev
0.019337758,0.004958008,2.584869919,0,0.2,0.644822582,0.322741371,0.051257307,0.051003157,0.004190566,0.003711284,0.082981241,0.040511112,5,0.489835344,0.048310128,-1.169920652,0.159714428,0.362774397,0.037992466,0.498733399,0.022497313,0.498077982,0.037075834,50,0,0.003265306,250,1,0.287616151,0.016231448,0.01019512,0.135370193,0,0,0.2,0.172,0.86,0.498334276,0.03059505,0.082981241,0.008659605,0.164,0.164,0.168,0.168,0.168,0.08,0.264,0.28,0.288,0.336,manhattan,manhattan
0.021117566,0.032445294,2.80732032,4.68E-16,0.02,0.467687293,0.322741371,0.081641127,0.186523591,0.00472201,0.009877877,0.075552313,0.040113977,50,0.459321567,0.102858027,-1.012843265,0.505686027,0.339377239,0.078379392,0.476764761,0.041027254,0.4717072,0.052761126,10,0,0.088888889,500,1,0.271736961,0.04360602,0.111245384,0.246322795,0,0,0.02,0.016,0.8,0.472156058,0.048580478,0.075552313,0.020787389,0.142,0.142,0.142,0.144,0.144,0.104,0.236,0.246,0.254,0.288,manhattan,euclidean
0.012929111,0.00966452,2.80732032,0,0.05,0.401412213,0.322741371,0.040919574,0.07839461,0.003043006,0.004713877,0.080090546,0.030494576,20,0.478510392,0.05873858,-1.117620351,0.310242493,0.35652586,0.047454114,0.500395943,0.02465777,0.496737181,0.035870072,25,0,0.013333333,500,1,0.281970942,0.024641895,0.027188466,0.183557619,0,0,0.05,0.044,0.88,0.499541756,0.032006342,0.080090546,0.012031536,0.142,0.142,0.142,0.144,0.144,0.092,0.238,0.246,0.252,0.288,manhattan,euclidean
0.054401471,0.067083039,2.80732032,0,0.01,0.477069636,0.322741371,0.294667705,0.3332719,0.0168253,0.019258307,0.067111789,0.059929339,100,0.432072169,0.113290374,-0.935846922,0.483986617,0.318764158,0.086296808,0.473272161,0.047607969,0.465225082,0.059285272,5,0,0.4,500,1,0.255823375,0.045637011,0.133274934,0.297032625,0,0,0.01,0.006,0.6,0.468666899,0.058664078,0.067111789,0.02251891,0.142,0.142,0.142,0.144,0.144,0.1,0.236,0.246,0.258,0.288,manhattan,chebyshev
0.012205181,0.002831564,2.80732032,4.49E-16,0.1,0.575378642,0.322741371,0.038817321,0.045548515,0.003121321,0.002952686,0.082678232,0.031914729,10,0.493112625,0.051645564,-1.166568867,0.238864026,0.364968036,0.03839918,0.495630233,0.026546904,0.493619082,0.037271779,50,0,0.003265306,500,1,0.286847202,0.020124971,0.027006171,0.136943977,1.61E-07,7.95E-07,0.1,0.088,0.88,0.494206104,0.032294644,0.082678232,0.0097906,0.142,0.142,0.142,0.144,0.144,0.1,0.238,0.246,0.252,0.288,manhattan,euclidean
0.063964388,0.086119698,2,0,0.1,0.467886189,0.322741371,0.188756014,0.250723427,0.013005744,0.015880168,0.076615406,0.066426903,10,0.446713113,0.083954912,-0.939983123,0.481271556,0.324329409,0.07574977,0.477199822,0.069082536,0.454114954,0.106307348,10,0,0.155555556,100,1,0.275383053,0.029431267,0.163759839,0.388260172,0,0,0.1,0.07,0.7,0.468464194,0.090258944,0.076615406,0.01597756,0.25,0.25,0.25,0.25,0.25,0.1,0.34,0.38,0.4,0.5,manhattan,euclidean
0.029010046,0.011883701,2,0,0.25,0.568192527,0.322741371,0.092632108,0.114394347,0.007310286,0.007991413,0.081980539,0.055438282,4,0.473478238,0.072272729,-1.069495673,0.469586286,0.352037711,0.060873107,0.476576512,0.056577168,0.470557623,0.087940461,25,0,0.023333333,100,2,0.285482981,0.022360826,0.109995913,0.313218345,0,0,0.25,0.2,0.8,0.470145923,0.072278293,0.081980539,0.01208929,0.25,0.25,0.25,0.25,0.25,0.08,0.36,0.38,0.4,0.5,manhattan,manhattan
0.154346605,0.113964309,2,0,0.05,0.474236197,0.322741371,0.545198105,0.29768561,0.032316145,0.017115377,0.062861822,0.0827967,20,0.37696509,0.126909165,-0.386309327,0.850551055,0.256142528,0.103927562,0.460743257,0.135508771,0.428481524,0.1743483,5,0,0.8,100,2,0.248739163,0.035189671,0.321955968,0.69987668,0,0,0.05,0.03,0.6,0.444327818,0.169450423,0.062861822,0.017759917,0.25,0.25,0.25,0.25,0.25,0.06,0.34,0.38,0.44,0.5,euclidean,chebyshev
0.030173682,0.012986615,2,0,0.5,0.746491589,0.322741371,0.081315611,0.073213546,0.006602515,0.005443156,0.082845223,0.061465158,2,0.477192982,0.066631606,-1.116574025,0.369625414,0.354374263,0.052028732,0.497041672,0.047137968,0.495089176,0.070513735,50,0,0.004081633,100,2,0.287125381,0.020309796,0.015059362,0.258468805,0,0,0.5,0.38,0.76,0.497870484,0.060579127,0.082845223,0.010868162,0.25,0.25,0.25,0.25,0.25,0.08,0.36,0.38,0.4,0.5,manhattan,euclidean
0.044001028,0.064169989,2.584869919,0,0.04,0.444079831,0.322741371,0.164897978,0.251736278,0.008729154,0.011938413,0.06873404,0.051823864,25,0.420197443,0.114473249,-0.574399077,1.306079419,0.310567192,0.093824345,0.467399568,0.092403336,0.460426811,0.11177674,10,0,0.177777778,250,2,0.257902517,0.04966926,0.196025991,0.5258736,0,0,0.04,0.028,0.7,0.46391396,0.106075563,0.06873404,0.023024918,0.164,0.164,0.168,0.168,0.168,0.056,0.264,0.28,0.292,0.336,euclidean,euclidean
0.027141821,0.040198144,2.584869919,0,0.1,0.498306899,0.322741371,0.069844085,0.107777422,0.004913012,0.005702623,0.07904307,0.040839729,10,0.473818201,0.081791745,-1.019172005,0.634842039,0.347149686,0.065776707,0.475741381,0.059212075,0.466761587,0.074010229,25,0,0.023333333,250,2,0.279267782,0.033112432,0.121127426,0.3018611,0,0,0.1,0.084,0.84,0.470234804,0.068215258,0.07904307,0.015942196,0.164,0.164,0.168,0.168,0.168,0.064,0.264,0.28,0.292,0.336,euclidean,euclidean
0.120200376,0.098638863,2.584869919,0,0.02,0.467286903,0.322741371,0.539339552,0.29318186,0.026937788,0.015485839,0.056016751,0.071908068,50,0.35538337,0.119091091,-0.271804589,1.156932682,0.262390391,0.093052646,0.434551309,0.109581129,0.411061143,0.129009204,5,0,0.7,250,2,0.232972644,0.04664357,0.414788098,0.583966613,0,0,0.02,0.012,0.6,0.421316115,0.126778845,0.056016751,0.021526674,0.164,0.164,0.168,0.168,0.168,0.04,0.256,0.284,0.312,0.336,euclidean,chebyshev
0.024848995,0.033295208,2.584869919,0,0.2,0.551278975,0.322741371,0.0533818,0.062966172,0.004295272,0.003951047,0.083213308,0.042938062,5,0.489296879,0.064547692,-1.116822752,0.458156935,0.362079194,0.0497913,0.488792814,0.04443249,0.480451032,0.054673578,50,0,0.006530612,250,2,0.287483988,0.024037905,0.069334588,0.229483907,3.23E-07,2.28E-06,0.2,0.168,0.84,0.485589892,0.052505921,0.083213308,0.011887284,0.164,0.164,0.168,0.168,0.168,0.072,0.264,0.28,0.288,0.336,euclidean,euclidean
0.033572979,0.056422392,2.80732032,4.68E-16,0.02,0.399908836,0.322741371,0.143726818,0.261404045,0.007649399,0.013027656,0.07088512,0.05249026,50,0.426343708,0.116166974,-0.772622341,0.866076891,0.314227132,0.092722471,0.471342679,0.077944647,0.46420097,0.101914846,10,0,0.177777778,500,2,0.262519816,0.046767346,0.158210707,0.45995237,4.02E-07,1.27E-06,0.02,0.014,0.7,0.467997816,0.093831213,0.07088512,0.02259672,0.142,0.142,0.142,0.144,0.144,0.064,0.236,0.246,0.254,0.288,euclidean,manhattan
